순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1264 ,CADFF 2018 한국중단편영화,,52500 ,0.0%,52500 ,15 ,15 ,1 ,1 ,한국,한국,,,,기타,,
1264 ,[SIAFF2017] 내 차례+장롱면허,,90000 ,0.0%,90000 ,15 ,15 ,1 ,1 ,한국,한국,,,,기타,,
1264 ,대구독립영화 연말정산 2018_신작전,,104000 ,0.0%,104000 ,15 ,15 ,1 ,1 ,한국,한국,,,,드라마,,
1264 ,섹알마문 감독전,,104000 ,0.0%,104000 ,15 ,15 ,1 ,1 ,한국,한국,,,,기타,섹알마문,
1264 ,이태경 배우 특별전,,15000 ,0.0%,15000 ,15 ,15 ,1 ,2 ,한국,한국,,,,기타,,
1264 ,인간중독,2014년 5월 14일 수요일,126000 ,0.0%,11285050400 ,15 ,1441990 ,1 ,7 ,한국,한국,(주)아이언팩키지,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"멜로/로맨스,드라마",김대우,"송승헌,임지연,조여정,온주완,유해진,이승준,임경민,양승희,정상철,조남민,이상미,김제현,김대영,김민범,김연지,김영민,김정숙,김정현,김주희,김한준,김현우,전혜진,배성우,정원중,윤다경,송지인,예수정,오희준"
1264 ,"장화, 홍련",2003년 6월 13일 금요일,90000 ,0.0%,146000 ,15 ,25 ,1 ,1 ,한국,한국,"(주)마술피리,(주)영화사봄",영화사청어람(주),12세관람가,공포(호러),김지운,"임수정,문근영,염정아,김갑수,이영실,김송이,이대연,박미현"
1264 ,제주노트,,65000 ,0.0%,65000 ,15 ,15 ,1 ,1 ,한국,한국,,,,다큐멘터리,민환기,
1272 ,7월 수요단편극장 그녀와 극장에서: 이태경 배우 특별전,,110000 ,0.0%,110000 ,14 ,14 ,1 ,1 ,한국,한국,,,,기타,,
1272 ,거북이 시스터즈 / 이반검열 [움다큐전],,94000 ,0.0%,94000 ,14 ,14 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
1272 ,백 프롬 더 비트,,92000 ,0.0%,92000 ,14 ,14 ,1 ,2 ,한국,한국,,,,드라마,,김시은
1272 ,"안녕, 미누",,90000 ,0.0%,90000 ,14 ,14 ,1 ,2 ,한국,한국,,,,다큐멘터리,지혜원,
1272 ,"어디에도, 당신의 자리(인디스데이)",,14000 ,0.0%,14000 ,14 ,14 ,1 ,2 ,한국,한국,,,,기타,"문인수,김한라,정해일,송예진",
1272 ,우리들은 정의파다,,95000 ,0.0%,95000 ,14 ,14 ,1 ,1 ,한국,한국,움,,,다큐멘터리,이혜란,
1272 ,유지영 감독 단편전,,97000 ,0.0%,97000 ,14 ,14 ,1 ,2 ,한국,한국,,,,기타,,
1272 ,인디스데이 4월 단편,,14000 ,0.0%,14000 ,14 ,14 ,1 ,2 ,한국,한국,,,,기타,,
1272 ,할 수 있는 자가 구하라,2010년 12월 1일 수요일,93000 ,0.0%,107000 ,14 ,16 ,1 ,1 ,한국,한국,"㈜인디스토리,3767필름",㈜인디스토리,15세이상관람가,코미디,윤성호,"박혁권,서영주,황제성,한예리,김정화,박혁권,박희본,노수산나,배용근,김은주"
1281 ,"1월 수요단편극장 “2017년을 빛낸 단편영화 셋: 수상작, 이유는 있다”",,97000 ,0.0%,97000 ,13 ,13 ,1 ,1 ,한국,한국,,,,기타,,
1281 ,김인선 감독 특별전(인디스데이),,13000 ,0.0%,13000 ,13 ,13 ,1 ,2 ,한국,한국,,,,기타,김인선,
1281 ,단편섹션 1(박종환 배우전),,65000 ,0.0%,65000 ,13 ,13 ,1 ,2 ,한국,한국,,,,기타,,
1281 ,단편섹션 2(박종환 배우전),,65000 ,0.0%,65000 ,13 ,13 ,1 ,2 ,한국,한국,,,,기타,,
1281 ,대괴수 용가리,1967년 1월 1일 일요일,91000 ,0.0%,91000 ,13 ,13 ,1 ,1 ,한국,한국,,,,SF,김기덕,"오영일,남정임,이순재"
1281 ,바람과 함께 사라지다,2012년 8월 8일 수요일,59000 ,0.0%,34614720161 ,13 ,4909950 ,1 ,3 ,한국,한국,"(주)두타연,(주)에이디사공육",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,사극",김주호,"차태현,오지호,민효린,성동일,신정근,고창석,송종호,이채영,김길동,천보근,김향기,최대호,정종열,임창훈,임혜인,최광덕,최태환,이아람,이예은,이주현,문영동,김강일,오나라,진용욱,오희준"
1281 ,설국열차,2013년 8월 1일 목요일,83000 ,0.0%,67012453200 ,13 ,9350351 ,1 ,4 ,한국,"한국,체코","(주)모호필름,오퍼스픽쳐스(유)",씨제이이앤엠(주),15세이상관람가,"SF,액션",봉준호,"크리스 에반스,송강호,에드 해리스,존 허트,틸다 스윈튼,제이미 벨,옥타비아 스펜서,이완 브렘너,고아성,알리슨 필,허찬"
1281 ,앵커,,63000 ,0.0%,63000 ,13 ,13 ,1 ,1 ,한국,한국,씨네마캣 픽쳐스,,,드라마,최정민,박수연
1281 ,오렌지필름 3주년 MIXTAPE B,,90000 ,0.0%,90000 ,13 ,13 ,1 ,1 ,한국,한국,,,,기타,,
1281 ,제20회 부산독립영화제 - 20주년 특별전 2,,74000 ,0.0%,74000 ,13 ,13 ,1 ,1 ,한국,한국,,,,기타,,
1291 ,SIFF2017-개막식,,118000 ,0.0%,118000 ,12 ,12 ,1 ,1 ,한국,한국,,,,기타,,
1291 ,[네마프2018] 한국 단편 3 - 대안적 네러티브 II,,60000 ,0.0%,60000 ,12 ,12 ,1 ,2 ,한국,한국,,,,기타,,
1291 ,다이빙벨: 진실은 침몰하지 않습니다,2015년 4월 16일 목요일,36000 ,0.0%,2252000 ,12 ,313 ,1 ,4 ,한국,한국,"아시아프레스,(주)씨네포트",(주)시네마달,15세이상관람가,다큐멘터리,"이상호,안해룡",
1291 ,"대구독립영화 연말정산산 2017 – 한낮의 우리, 맥북이면 다 되지요, 홈런",,80000 ,0.0%,80000 ,12 ,12 ,1 ,1 ,한국,한국,,,,기타,,
1291 ,도가니,2011년 9월 22일 목요일,79000 ,0.0%,35567476000 ,12 ,4662926 ,1 ,4 ,한국,한국,"(주)삼거리픽쳐스,(주)판타지오",씨제이이앤엠(주),청소년관람불가,드라마,황동혁,"정유미,공유,허재호,송은정,임현성,최진호,박진우,박혜진,이금용,배정민,김봉화,최보람,박사현,전영미,박선희,최영수,이순남,박승원,오하나,이예나,이차주,김현수,장소연,장광,전국환,엄효섭,남명렬"
1291 ,인디포럼 월례비행 10월 : 송주원 단편선,,84000 ,0.0%,84000 ,12 ,12 ,1 ,1 ,한국,한국,,,,기타,,
1291 ,"태백, 잉걸의 땅",,60000 ,0.0%,72000 ,12 ,15 ,1 ,3 ,한국,한국,,,,다큐멘터리,김영조,
1298 ,2017 으랏차차 독립영화,,76000 ,0.0%,76000 ,11 ,11 ,1 ,1 ,한국,한국,,,,,"이지원,이란희",
1298 ,8월 단편 상상극장-장르: 힙합,,88000 ,0.0%,88000 ,11 ,11 ,1 ,3 ,한국,한국,,,,기타,,
1298 ,"9월 수요단편극장 - 특별한 조합, 특별한 케미 : 그 가족의 사정",,85000 ,0.0%,85000 ,11 ,11 ,1 ,1 ,한국,한국,,,,기타,,
1298 ,Media art work screening 3월 SECTION Ⅰ,,44000 ,0.0%,44000 ,11 ,11 ,1 ,2 ,한국,한국,,,,기타,"장희철,변재규,허병찬,이광기,재 후,박경효,홍석진",
1298 ,SIFF2017-특별기획 1,,68000 ,0.0%,68000 ,11 ,11 ,1 ,2 ,한국,한국,,,,기타,,
1298 ,[인디포럼2018] 포워드 03 김숙현의 실험과 현재,,75000 ,0.0%,75000 ,11 ,11 ,1 ,2 ,한국,한국,,,,기타,,
1298 ,가정부의 목적 무삭제판,2017년 10월 16일 월요일,32000 ,0.0%,32000 ,11 ,11 ,1 ,11 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",,
1298 ,끝나지 않은 세월,,77000 ,0.0%,77000 ,11 ,11 ,1 ,2 ,한국,한국,,,,드라마,김경률,
1298 ,로드쇼,,55000 ,0.0%,55000 ,11 ,11 ,1 ,2 ,한국,한국,,,,다큐멘터리,김형주,
1298 ,"찬란한 데뷔, 청년 시네마-단편섹션 1",,11000 ,0.0%,11000 ,11 ,11 ,1 ,4 ,한국,한국,,,,기타,,
1298 ,파산의 기술,,77000 ,0.0%,263000 ,11 ,45 ,1 ,1 ,한국,한국,영화제작소 청년,,15세이상관람가,다큐멘터리,이강현,"이민아,이승희"
1298 ,해변의 캐리어,,77000 ,0.0%,77000 ,11 ,11 ,1 ,1 ,한국,한국,,,,드라마,김수정,
1310 ,2월 수요단편극장- 김태용 감독 특별전,,74000 ,0.0%,74000 ,10 ,10 ,1 ,1 ,한국,한국,,,,기타,김태용,
1310 ,AIYOUTH 2018 경쟁 언더24 (1),,30000 ,0.0%,30000 ,10 ,10 ,1 ,1 ,한국,한국,,,,기타,,
1310 ,Media art work screening 3월 SECTION Ⅱ,,40000 ,0.0%,40000 ,10 ,10 ,1 ,2 ,한국,한국,,,,기타,"김상화,홍석진",
1310 ,SIDOF 발견과 주목-도시 (재)개발의 기억들,,70000 ,0.0%,70000 ,10 ,10 ,1 ,1 ,한국,한국,,,,기타,,
1310 ,[네마프2018] 한국 단편 5- 장르의 가능성 II,,50000 ,0.0%,50000 ,10 ,10 ,1 ,2 ,한국,한국,,,,기타,,
1310 ,대구독립영화 연말정산 2018_시작한 자가 구하라,,70000 ,0.0%,70000 ,10 ,10 ,1 ,1 ,한국,한국,,,,드라마,,
1310 ,두처제2-무삭제,2018년 1월 19일 금요일,50000 ,0.0%,50000 ,10 ,10 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,
1310 ,레드헌트,,70000 ,0.0%,70000 ,10 ,10 ,1 ,2 ,한국,한국,,,,다큐멘터리,조성봉,
1310 ,엄마의 일탈 - 아들의 친구를 사랑하다,2018년 1월 10일 수요일,50000 ,0.0%,50000 ,10 ,10 ,1 ,1 ,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,"윤채아,유남선",
1310 ,엄마의맛-무삭제,2017년 12월 29일 금요일,50000 ,0.0%,50000 ,10 ,10 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,
1310 ,오오극장 관객프로그래머 초이스! - 최진영 감독 단편전,,66000 ,0.0%,66000 ,10 ,10 ,1 ,1 ,한국,한국,,,,기타,최진영,
1310 ,음란한 처제,2018년 1월 10일 수요일,50000 ,0.0%,50000 ,10 ,10 ,1 ,1 ,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,"윤채아,김승렬",
1310 ,장모의 유혹 - 아내가 집에 없던 날,2018년 1월 10일 수요일,50000 ,0.0%,50000 ,10 ,10 ,1 ,1 ,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,"윤채아,김승렬",
1310 ,초현실,,69000 ,0.0%,69000 ,10 ,10 ,1 ,1 ,한국,한국,,,,다큐멘터리,김응수,
1324 ,11월 단편 상상극장-아파트에서 생긴 일,,72000 ,0.0%,72000 ,9 ,9 ,1 ,4 ,한국,한국,,,,기타,,
1324 ,"11월 수요단편극장-어느 가을, 방황의 끝에서",,69000 ,0.0%,69000 ,9 ,9 ,1 ,1 ,한국,한국,,,,기타,,
1324 ,6월 수요단편극장“미쟝센 단편영화제 수상작 특별전”,,58000 ,0.0%,58000 ,9 ,9 ,1 ,1 ,한국,한국,,,,기타,,
1324 ,"9월 SIDOF 발견과 주목 [청년, 서울 탈출을 꿈꾸다]",,63000 ,0.0%,63000 ,9 ,9 ,1 ,1 ,한국,한국,,,,기타,,
1324 ,9월 미디어아트,,36000 ,0.0%,36000 ,9 ,9 ,1 ,2 ,한국,한국,,,,기타,,
1324 ,Media art work screening 6월,,36000 ,0.0%,36000 ,9 ,9 ,1 ,2 ,한국,한국,,,,기타,,
1324 ,[네마프2018] 뉴미디어대안영화 단편,,45000 ,0.0%,45000 ,9 ,9 ,1 ,1 ,한국,한국,,,,기타,,
1324 ,[네마프2018] 한국 단편 2 - 대안적 네러티브 I,,44000 ,0.0%,44000 ,9 ,9 ,1 ,2 ,한국,한국,,,,기타,,
1324 ,거리에서,,63000 ,0.0%,63000 ,9 ,9 ,1 ,2 ,한국,한국,,,,다큐멘터리,박종필,
1324 ,귀향,2016년 2월 24일 수요일,63000 ,0.0%,27249801990 ,9 ,3587182 ,1 ,2 ,한국,한국,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신"
1324 ,매콤달콤,,90000 ,0.0%,90000 ,9 ,9 ,1 ,1 ,한국,한국,,,,드라마,,
1324 ,"맥북이면다되지요,혜영,나만없는집-마음이 모인",,62000 ,0.0%,62000 ,9 ,9 ,1 ,1 ,한국,한국,,,,기타,,
1324 ,반칙왕,2000년 2월 4일 금요일,54000 ,0.0%,602000 ,9 ,80 ,1 ,3 ,한국,한국,(주)영화사봄,(주)시네마서비스,12세관람가,코미디,김지운,"송강호,장진영,박상면,박성웅,이무현,장항선,이원종,이기영,정웅인,송영창,김수로,명계남,신구,김가연,지대한"
1324 ,스페셜 애니,,54000 ,0.0%,668000 ,9 ,124 ,1 ,1 ,한국,"한국,미국",,(주)시네마달,,다큐멘터리,김현경,
1324 ,여비서,2016년 12월 22일 목요일,45000 ,0.0%,88000 ,9 ,18 ,1 ,9 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
1324 ,이브들의 발칙한 수다,2018년 11월 23일 금요일,18000 ,0.0%,18000 ,9 ,9 ,1 ,1 ,한국,한국,(주)인피니티엔터테인먼트,(주)인피니티엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디",김정호,"태우,금나랑,홍해솔,권민칠,김경민,김경진,김정환,김지은,변준석,이석환,이주희,정재훈,한동현"
1324 ,천사는 바이러스,,38000 ,0.0%,38000 ,9 ,9 ,1 ,1 ,한국,한국,,,,드라마,김성준,"이영아,박성일"
1324 ,"치욕일기,더도말고덜도말고,달세계여행-마음이 모인",,63000 ,0.0%,63000 ,9 ,9 ,1 ,1 ,한국,한국,,,,기타,,
1342 ,...ing,2003년 11월 28일 금요일,40000 ,0.0%,217487000 ,8 ,34308 ,1 ,3 ,한국,한국,드림맥스(주),(주)튜브엔터테인먼트,12세관람가,"드라마,멜로/로맨스",이언희,"임수정,김래원,이미숙,김지영,김현수,박혜연,장미,이성경,박소연,김순애,최덕문,김인문"
1342 ,SIDOF 발견과 주목 - 일상 속의 성정치학,,56000 ,0.0%,56000 ,8 ,8 ,1 ,1 ,한국,한국,,,,기타,,
1342 ,[네마프2018] 한국 단편 7- 인권과 네러티브,,40000 ,0.0%,40000 ,8 ,8 ,1 ,2 ,한국,한국,,,,기타,,
1342 ,故김선민 감독 작품모음,,40000 ,0.0%,40000 ,8 ,8 ,1 ,1 ,한국,한국,,,,기타,,
1342 ,니가 필요해,,55000 ,0.0%,597000 ,8 ,121 ,1 ,1 ,한국,한국,,,,다큐멘터리,김수목,
1342 ,대구독립영화 연말정산 2018_애플시네마,,56000 ,0.0%,56000 ,8 ,8 ,1 ,1 ,한국,한국,,,,기타,,
1342 ,롤러코스터,2013년 10월 17일 목요일,24000 ,0.0%,1913111600 ,8 ,270156 ,1 ,1 ,한국,한국,(주)판타지오픽쳐스,씨제이이앤엠(주),15세이상관람가,코미디,하정우,"정경호,한성천,김재화,최규환,김기천,김병옥,강신철,김성균,김한길,고성희,황정민,고규필"
1342 ,발레 교습소,2004년 12월 3일 금요일,28000 ,0.0%,531319500 ,8 ,87446 ,1 ,1 ,한국,한국,좋은영화,씨제이엔터테인먼트,15세관람가,드라마,변영주,"윤계상,김민정,이준기,온주완,박윤영,도지원,백종현,김일형,전정호,김태균,이은경,이종원,이미도,윤택,곽민호"
1342 ,방문,,56000 ,0.0%,56000 ,8 ,8 ,1 ,2 ,한국,한국,,(주)시네마달,,다큐멘터리,명소희,
1342 ,웰랑 뜨레이,,63000 ,0.0%,471000 ,8 ,83 ,1 ,1 ,한국,한국,상구네 필름,(주)시네마달,,다큐멘터리,김태일,
1342 ,제9회 DMZ국제다큐영화제 한국다큐쇼케이스단편2,,27500 ,0.0%,27500 ,8 ,8 ,1 ,2 ,한국,한국,,,,다큐멘터리,,
1342 ,페스티벌 초이스,,28000 ,0.0%,28000 ,8 ,8 ,1 ,2 ,한국,한국,,,,기타,,
1354 ,11월 수요단편극장 - 오늘 밤이 지나가도 나를 떠나지 말아요,,51000 ,0.0%,51000 ,7 ,7 ,1 ,1 ,한국,한국,,,,기타,,
1354 ,2018년 서울국제사랑영화제 SIAFF 단편선,,42000 ,0.0%,42000 ,7 ,7 ,1 ,2 ,한국,한국,,,,기타,,
1354 ,[네마프2018] 한국 단편 6 - 젠더와 네러티브,,35000 ,0.0%,35000 ,7 ,7 ,1 ,2 ,한국,한국,,,,기타,,
1354 ,걸음을 멈추고,,10500 ,0.0%,10500 ,7 ,7 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
1354 ,그 새끼를 죽였어야 했는데 시즌1,,49000 ,0.0%,49000 ,7 ,7 ,1 ,1 ,한국,한국,,,,"드라마,코미디",,
1354 ,늑대소년,2012년 10월 31일 수요일,47000 ,0.0%,46594814400 ,7 ,6655068 ,1 ,2 ,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,드라마,판타지",조성희,"송중기,박보영,장영남,유연석,김향기,장서이,한민혁,이승주,최광락,오영석,차종호,이영란,유승목,서동수"
1354 ,"대구독립영화 연말정산 2017 – 혜영, 나만 없는 집",,46000 ,0.0%,46000 ,7 ,7 ,1 ,1 ,한국,한국,,,,기타,,
1354 ,돈오,,49000 ,0.0%,49000 ,7 ,7 ,1 ,1 ,한국,한국,지상필름,,,드라마,이지상,"안정희,김수진"
1354 ,"보이후드, 그 해 여름 우리는 뜨거웠다",,35000 ,0.0%,35000 ,7 ,7 ,1 ,1 ,한국,한국,,,,다큐멘터리,이동한,
1354 ,여성 노동자 이야기,,49000 ,0.0%,49000 ,7 ,7 ,1 ,1 ,한국,한국,,,,다큐멘터리,"서은주,이혜란",
1354 ,"오, 사랑",,49000 ,0.0%,49000 ,7 ,7 ,1 ,1 ,한국,한국,,,,다큐멘터리,김응수,
1354 ,오오극장 관객프로그래머 초이스! - 김수영 감독 단편전,,48000 ,0.0%,48000 ,7 ,7 ,1 ,1 ,한국,한국,,,,"드라마,공포(호러)",,
1354 ,전설의 여공,,35000 ,0.0%,52000 ,7 ,10 ,1 ,2 ,한국,한국,,,,다큐멘터리,박지선,
1354 ,제20회 부산독립영화제 - 딥포커스 1,,42000 ,0.0%,42000 ,7 ,7 ,1 ,1 ,한국,한국,,,,기타,,
1368 ,10월 수요단편극장- 부산국제영화제 와이드 앵글 특별전,,45000 ,0.0%,45000 ,6 ,6 ,1 ,1 ,한국,한국,,,,기타,,
1368 ,12월 수요단편극장 시선강탈 신스틸러 : 박정민X남연우X달시 파켓,,46000 ,0.0%,46000 ,6 ,6 ,1 ,1 ,한국,한국,,,,기타,,
1368 ,416프로젝트 “망각과 기억”,,37000 ,0.0%,734000 ,6 ,121 ,1 ,2 ,한국,한국,,,,다큐멘터리,,
1368 ,AIYOUTH 2018 경쟁 언더19 (1),,18000 ,0.0%,18000 ,6 ,6 ,1 ,1 ,한국,한국,,,,기타,,
1368 ,"고요수업, 어쩌면 더 아름다웠을, 있는 존재_SIDOF 발견과 주목",,36000 ,0.0%,36000 ,6 ,6 ,1 ,1 ,한국,한국,,,,기타,,
1368 ,낮은 목소리 - 아시아에서 여성으로 산다는 것,1995년 4월 29일 토요일,30000 ,0.0%,464000 ,6 ,73 ,1 ,2 ,한국,한국,기록영화제작소보임,,연소자관람가,다큐멘터리,변영주,
1368 ,내장 토끼,,30000 ,0.0%,30000 ,6 ,6 ,1 ,1 ,한국,한국,,,,애니메이션,김진수,
1368 ,어우동: 주인 없는 꽃 무삭제판,2015년 6월 24일 수요일,12000 ,0.0%,17000 ,6 ,7 ,1 ,6 ,한국,한국,"(유)조이앤컨텐츠그룹,㈜리필름",(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,이수성,"백도빈,송은채,여욱환,남경읍"
1368 ,"연희,클린미,결혼전야,순환하는밤-마음이 모인",,41000 ,0.0%,41000 ,6 ,6 ,1 ,1 ,한국,한국,,,,기타,,
1368 ,이란희 단편선_I 독립영화여성감독전,,42000 ,0.0%,42000 ,6 ,6 ,1 ,1 ,한국,한국,,,,드라마,이란희,
1368 ,헤이는,,30000 ,0.0%,30000 ,6 ,6 ,1 ,2 ,한국,한국,,,,가족,최용석,
1379 ,10월 수요단편극장 “아주 고약한 교실”,,40000 ,0.0%,40000 ,5 ,5 ,1 ,1 ,한국,한국,,,,기타,,
1379 ,2017 CADFF 댄스 온 스크린,,20000 ,0.0%,20000 ,5 ,5 ,1 ,1 ,한국,한국,,,,기타,,
1379 ,[네마프2018] 한국 단편 1- 몸짓 영화,,25000 ,0.0%,25000 ,5 ,5 ,1 ,2 ,한국,한국,,,,기타,,
1379 ,[인디포럼2018] 포워드 02 박병래의 놀이와 기억,,35000 ,0.0%,35000 ,5 ,5 ,1 ,2 ,한국,한국,,,,기타,,
1379 ,모든 날의 촛불,,20000 ,0.0%,20000 ,5 ,5 ,1 ,2 ,한국,한국,,(주)시네마달,,다큐멘터리,"김환태,최종호,김수목",
1379 ,산다,,25000 ,0.0%,1356000 ,5 ,354 ,1 ,2 ,한국,한국,,,,다큐멘터리,김미례,"이해관,장교순,육춘임"
1379 ,세 발 까마귀,,35000 ,0.0%,104000 ,5 ,17 ,1 ,1 ,한국,한국,,,,다큐멘터리,오정훈,
1379 ,여배우 섹스 스캔들2 무삭제판,2017년 4월 4일 화요일,25000 ,0.0%,25000 ,5 ,5 ,1 ,5 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",야마삐,
1379 ,오오단편극장-연애의 문을 여네,,35000 ,0.0%,201000 ,5 ,30 ,1 ,1 ,한국,한국,,,,기타,"오성호,고형동",
1379 ,전설의 고향,2007년 5월 23일 수요일,45000 ,0.0%,2246567500 ,5 ,352518 ,1 ,1 ,한국,한국,윈텍필름(주),(주)프라임엔터테인먼트,12세이상관람가,공포(호러),김지환,"박신혜,양금석,재희,김민경,최원석,김화영,홍성민,김보라,안미나,정상훈,박명신"
1379 ,정사2: 친구 새엄마-무삭제판,2018년 1월 10일 수요일,11000 ,0.0%,11000 ,5 ,5 ,5 ,5 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이동현,
1379 ,제20회 부산독립영화제 - 지역독립영화초청,,28000 ,0.0%,28000 ,5 ,5 ,1 ,1 ,한국,한국,,,,기타,,
1391 ,19금 특별한 정사 무삭제 특별판,2017년 3월 7일 화요일,20000 ,0.0%,20000 ,4 ,4 ,1 ,3 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,닥터 필,
1391 ,FIWOM 2018 피움초이스4,,28000 ,0.0%,28000 ,4 ,4 ,1 ,1 ,한국,한국,,,,드라마,,
1391 ,Media art work screening 12월,,16000 ,0.0%,16000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
1391 ,관상,2013년 9월 11일 수요일,35000 ,0.0%,66009826500 ,4 ,9135806 ,1 ,2 ,한국,한국,"(주)주피터필름,(주)쇼박스",(주)쇼박스,15세이상관람가,"사극,드라마",한재림,"송강호,이정재,백윤식,조정석,이종석,김혜수,신기원,윤종구,윤희원,이도엽,권영각,김길동,정준식,조훈휘,표유신,하정수,한만영,노준표,문혜진,박진우,전신환,김강현,유재명,김의성,정대용,김근영,서현우"
1391 ,규칙을 깨는 자연스러움 -SIDOF 발견과 주목,,24000 ,0.0%,24000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
1391 ,덫 무삭제판,2017년 7월 13일 목요일,8000 ,0.0%,8000 ,4 ,4 ,4 ,4 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",윤여창,"이유진,권민"
